"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","DocumentUrl","DOI"
"After 50 Years, Police Apology For Stonewall","[Metropolitan Desk]","Gold, Michael; Norman, Derek M","New York Times","Newspapers","","","","2019-06-07","Jun 7, 2019","A.1","","A.1","03624331","","","ENG","https://www.proquest.com/docview/2236040898?accountid=11226&bdid=72302&_bd=JwQS%2BfW5V9lzwA%2BPfulDWGg%2BQZs%3D",""
"Will Hong Kong Become Tiananmen?","[Op-Ed]","Thien, Madeleine","New York Times","Newspapers","","","","2019-08-18","Aug 18, 2019","SR.3","","SR.3","03624331","","","ENG","https://www.proquest.com/docview/2274602083?accountid=11226&bdid=72302&_bd=vHaW8urArDEfRr%2BojY4f3sxEjvo%3D",""
"Five Years of Searching, and Silence, in Mexico","[Foreign Desk]","Franco, Marina; Celia Talbot Tobin","New York Times","Newspapers","","","","2019-09-27","Sep 27, 2019","A.8","","A.8","03624331","","","ENG","https://www.proquest.com/docview/2297729057?accountid=11226&bdid=72302&_bd=wqC%2BYa4brAEKzh%2BMOw97MvCHIQw%3D",""
"Tiffany Van Dyke's tears are compelling, but other inmates' families have pain too","","Glanton, Dahleen","Chicago Tribune","Newspapers","","","","2019-02-18","Feb 18, 2019","2","","","10856706","","","ENG","https://www.proquest.com/docview/2182417080?accountid=11226&bdid=72302&_bd=x0R1Mhvv49rVxyyyTxkD%2FWhiQQY%3D",""
"German Party Rises in East Amid Echoes of the 1930s","[Foreign Desk]","Bennhold, Katrin; Eddy, Melissa","New York Times","Newspapers","","","","2019-10-27","Oct 27, 2019","A.10","","A.10","03624331","","","ENG","https://www.proquest.com/docview/2308898777?accountid=11226&bdid=72302&_bd=StFona72GibsOZ3fuZQwevr2jrk%3D",""
"She's Shortlisted for a Top E.U. Job, but Fending Off Foes at Home","[Foreign Desk]","Gillet, Kit","New York Times","Newspapers","","","","2019-02-11","Feb 11, 2019","A.7","","A.7","03624331","","","ENG","https://www.proquest.com/docview/2178074110?accountid=11226&bdid=72302&_bd=jhmQ8FdAIr8yQd0PWyqrJrioF4A%3D",""
"From Beijing, More Arrests In Hong Kong","[News Analysis]","Bradsher, Keith","New York Times","Newspapers","","","","2019-08-31","Aug 31, 2019","A.1","","A.1","03624331","","","ENG","https://www.proquest.com/docview/2282731874?accountid=11226&bdid=72302&_bd=nrzVnaPgRkqGQyH2%2Fev%2B9uxvMzI%3D",""
"AT THE MOVIES; REVIEW; Sparks fly in a history of electricity; Edison, Westinghouse and Tesla race to illuminate the world in 'The Current War.'","","Walsh, Katie","Los Angeles Times","Newspapers","","","","2019-10-25","Oct 25, 2019","E.5","","E.5","04583035","","","ENG","https://www.proquest.com/docview/2308363723?accountid=11226&bdid=72302&_bd=SH%2B9h3jJerHbvcCXvwy6xjboHUU%3D",""
"U.S. News: Walmart Employees Shaken Up","","Nassauer, Sarah; Cutter, Chip","Wall Street Journal","Newspapers","","","","2019-08-05","Aug 5, 2019","A.7","","","00999660","","","ENG","https://www.proquest.com/docview/2268249945?accountid=11226&bdid=72302&_bd=GutAfj85BGnGOGzrGlBDQKCYsvc%3D",""
"Epstein Is Denied Bail as Judge Worries He Would Abuse Teenage Girls","[Metropolitan Desk]","Weiser, Benjamin; Watkins, Ali","New York Times","Newspapers","","","","2019-07-19","Jul 19, 2019","A.20","","A.20","03624331","","","ENG","https://www.proquest.com/docview/2259711776?accountid=11226&bdid=72302&_bd=OY2cMCUJKbfUMlyJ38Iyhb%2B%2Bhhk%3D",""
"Manslaughter Verdict Closes 'Stand Your Ground' Trial","[National Desk]","Hassan, Adeel; Bogel-Burroughs, Nicholas","New York Times","Newspapers","","","","2019-08-25","Aug 25, 2019","A.20","","A.20","03624331","","","ENG","https://www.proquest.com/docview/2279163190?accountid=11226&bdid=72302&_bd=QjND4ajNdwbTtY%2Fnd8J%2BCiD7GQI%3D",""
"Leader of the Party of Gandhi in India Resigns After a Stinging Defeat in Elections","[Foreign Desk]","Schultz, Kai; Kumar, Hari","New York Times","Newspapers","","","","2019-07-04","Jul 4, 2019","A.10","","A.10","03624331","","","ENG","https://www.proquest.com/docview/2251564531?accountid=11226&bdid=72302&_bd=w%2FpOdZ9%2BKDL%2B2OdqsDUV%2FihT0AQ%3D",""
"THE WORLD; U.S. weighs 'all options' in Venezuela; In Colombia, Pence unveils new sanctions as he meets with Latin leaders and Maduro's main opponent.","","Kraul, Chris; McDonnell, Patrick J","Los Angeles Times","Newspapers","","","","2019-02-26","Feb 26, 2019","A.3","","A.3","04583035","","","ENG","https://www.proquest.com/docview/2185779435?accountid=11226&bdid=72302&_bd=LCpLv96jpeIP0f%2BkBvpwaQrmIEc%3D",""
"Asylum Seekers Got Relief. Then ICE Moved In.","[Metropolitan Desk]","Goldbaum, Christina","New York Times","Newspapers","","","","2019-04-22","Apr 22, 2019","A.1","","A.1","03624331","","","ENG","https://www.proquest.com/docview/2211886267?accountid=11226&bdid=72302&_bd=sWkvg3b7eXi25gC%2FVTIN623xcps%3D",""
"Greater New York","","","Wall Street Journal","Newspapers","","","","2019-12-12","Dec 12, 2019","A.12B","","","00999660","","","ENG","https://www.proquest.com/docview/2324792114?accountid=11226&bdid=72302&_bd=BKOcs6DG3Aqcl481nNxFLFKNHsc%3D",""
"Citing Risks To Security, Airlines Halt Cairo Flights","[Foreign Desk]","Mueller, Benjamin; Walsh, Declan","New York Times","Newspapers","","","","2019-07-21","Jul 21, 2019","A.10","","A.10","03624331","","","ENG","https://www.proquest.com/docview/2260517655?accountid=11226&bdid=72302&_bd=k7YYKBZQ8eBNFAtuqcgX%2FJf5HaY%3D",""
"Incredible Opportunity: Courtesy of Two American Visitors to Mars, a Few Snapshots Worth Sharing","[Science Desk]","Chang, Kenneth","New York Times","Newspapers","","","","2019-02-19","Feb 19, 2019","D.2","","D.2","03624331","","","ENG","https://www.proquest.com/docview/2183003534?accountid=11226&bdid=72302&_bd=GO%2BXSZcUtr1Xwl2w1co%2BKoEsBfs%3D",""
"World News: University Campus Turns Into Battleground","","Khan, Natasha; Eun-Young, Jeong","Wall Street Journal","Newspapers","","","","2019-11-14","Nov 14, 2019","A.16","","","00999660","","","ENG","https://www.proquest.com/docview/2314166624?accountid=11226&bdid=72302&_bd=XY0AxhbusKxRx7GWSa%2FNjWOtcl8%3D",""
"'Don't judge so quickly'; Police killing of man with autism could have been prevented with training, advocates say","","Newberry, Laura","Los Angeles Times","Newspapers","","","","2019-06-22","Jun 22, 2019","A.1","","A.1","04583035","","","ENG","https://www.proquest.com/docview/2244496651?accountid=11226&bdid=72302&_bd=Zq8d7MqaM%2FSjZkgNVlQvhZL4hlg%3D",""
"U.S. Deal With Taliban Meets Afghan Resistance Amid Uptick in Violence","[Foreign Desk]","Mashal, Mujib","New York Times","Newspapers","","","","2019-09-06","Sep 6, 2019","A.10","","A.10","03624331","","","ENG","https://www.proquest.com/docview/2284794756?accountid=11226&bdid=72302&_bd=7dlE3w1yHPtwJPELD%2FFSPmd4rss%3D",""
"Hong Kong Police Are Seen as 'Hounds After Rabbits'","[Foreign Desk]","Zhong, Raymond; May, Tiffany","New York Times","Newspapers","","","","2019-10-04","Oct 4, 2019","A.4","","A.4","03624331","","","ENG","https://www.proquest.com/docview/2300505455?accountid=11226&bdid=72302&_bd=6j4Ncb6ofhanL2T9fSDukWCp0V4%3D",""
"'It Was Horrible': Man Killed in Gruesome Brawl at Homeless Shelter","[Metropolitan Desk]","Goldbaum, Christina","New York Times","Newspapers","","","","2019-11-11","Nov 11, 2019","A.19","","A.19","03624331","","","ENG","https://www.proquest.com/docview/2313240000?accountid=11226&bdid=72302&_bd=orolUOVq%2FHEHZsckhuH2xKD%2F0NE%3D",""
"Brooklyn D.A. Names 7 Blacklisted Officers","[Metropolitan Desk]","Goldstein, Joseph","New York Times","Newspapers","","","","2019-11-08","Nov 8, 2019","A.24","","A.24","03624331","","","ENG","https://www.proquest.com/docview/2312719909?accountid=11226&bdid=72302&_bd=qoWWiOMuwuMgPtOESMI7pbnGqbE%3D",""
"Police Arrest Man They Say Is MS-13 Member After Queens Subway Station Killing","[Metropolitan Desk]","Winston, Ali","New York Times","Newspapers","","","","2019-02-05","Feb 5, 2019","A.21","","A.21","03624331","","","ENG","https://www.proquest.com/docview/2175782099?accountid=11226&bdid=72302&_bd=2xTmT%2FQP8tiv51LRzj7btSIxtm0%3D",""
"Onetime Star of Soviet TV Warns of the 'Plague' of Nationalism","[Foreign Desk]","Higgins, Andrew","New York Times","Newspapers","","","","2019-07-20","Jul 20, 2019","A.8","","A.8","03624331","","","ENG","https://www.proquest.com/docview/2260281950?accountid=11226&bdid=72302&_bd=uJeBoN8EykB%2FNOhb8rXziqn80bE%3D",""
"Sanders Backs Voting Rights for All Prisoners","[National Desk]","Ember, Sydney; Stevens, Matt","New York Times","Newspapers","","","","2019-04-28","Apr 28, 2019","A.25","","A.25","03624331","","","ENG","https://www.proquest.com/docview/2215744190?accountid=11226&bdid=72302&_bd=o97pQ1yhAWw%2B5p0ucUEM7daro6k%3D",""
"A year-old trauma, fanned by new flames; The Borderline massacre and wildfires are entwined for Thousand Oaks and a reporter who covered them.","","Megli, Dawn","Los Angeles Times","Newspapers","","","","2019-11-03","Nov 3, 2019","A.21","","A.21","04583035","","","ENG","https://www.proquest.com/docview/2311301856?accountid=11226&bdid=72302&_bd=jQY6Jk5BemA9QDyfnwEKyuNmGhM%3D",""
"Failed operation underlines Mexico chaos","","Linthicum, Kate; Sanchez, Cecilia","Los Angeles Times","Newspapers","","","","2019-10-19","Oct 19, 2019","A.1","","A.1","04583035","","","ENG","https://www.proquest.com/docview/2306728861?accountid=11226&bdid=72302&_bd=ljxCP6ffhsl0IFfY%2FFIhELY1SPw%3D",""
"Mind if I Search Your Phone?","[Op-Ed]","Sommers, Roseanna; Bohns, Vanessa K","New York Times","Newspapers","","","","2019-05-01","May 1, 2019","A.23","","A.23","03624331","","","ENG","https://www.proquest.com/docview/2217221026?accountid=11226&bdid=72302&_bd=cjaPx46D9%2BXJmk5wsxvZJsftTkk%3D",""
"Report: US misled public on progress in Afghanistan war","","services","St. Louis Post - Dispatch","Newspapers","","","","2019-12-10","Dec 10, 2019","A.1","","","19309600","","","ENG","https://www.proquest.com/docview/2323063781?accountid=11226&bdid=72302&_bd=oPkIAUmFIL5ojyCXLrTT307nO%2B4%3D",""
"As Bulger Family Files Wrongful Death Claim, Victims' Kin Relive Pain","[National Desk]","Taylor, Kate; Kovaleski, Serge F","New York Times","Newspapers","","","","2019-09-24","Sep 24, 2019","A.22","","A.22","03624331","","","ENG","https://www.proquest.com/docview/2295921575?accountid=11226&bdid=72302&_bd=IHgQY9W%2B1mzG1zD9fWMTePjcL%2Fg%3D",""
"This time, I'm not joking","Twitter, Facebook, others must be regulated to stop dangerous propaganda","Sacha Baron Cohen","Chicago Tribune","Newspapers","","","","2019-11-26","Nov 26, 2019","15","","","10856706","","","ENG","https://www.proquest.com/docview/2317823552?accountid=11226&bdid=72302&_bd=APSAFnbEMNQFYp6JAWc3h2YAOOM%3D",""
"Brad Pitt's classic car carries an ugly underside","There's more to the 'Once Upon a Time ... in Hollywood' tale","Smee, Sebastian","Chicago Tribune","Newspapers","","","","2019-08-29","Aug 29, 2019","5","","","10856706","","","ENG","https://www.proquest.com/docview/2281727298?accountid=11226&bdid=72302&_bd=ZqwNph5LZNdZPkOlKhE1NOCF4B8%3D",""
"Top Leader in Hong Kong Apologizes for Bill That Set Off Huge Protests","[Foreign Desk]","Bradsher, Keith","New York Times","Newspapers","","","","2019-06-19","Jun 19, 2019","A.8","","A.8","03624331","","","ENG","https://www.proquest.com/docview/2242626613?accountid=11226&bdid=72302&_bd=crp%2BR157L%2BqrViHLVjtrwCJX6PM%3D",""
"Staten Island Resists the Wave of Criminal Justice Reform","[Metropolitan Desk]","Alcorn, Ted","New York Times","Newspapers","","","","2019-07-21","Jul 21, 2019","MB.4","","MB.4","03624331","","","ENG","https://www.proquest.com/docview/2260517661?accountid=11226&bdid=72302&_bd=XD2IhZn5GDmoTDbSu6K%2FgPbso30%3D",""
"JOHN SINGLETON, 1968 - 2019; With 'Boyz n the Hood,' director told his L.A. story","","Kelley, Sonaiya","Los Angeles Times","Newspapers","","","","2019-04-30","Apr 30, 2019","A.1","","A.1","04583035","","","ENG","https://www.proquest.com/docview/2216624907?accountid=11226&bdid=72302&_bd=vcPqc9XDGasrXExjPdPmtA%2BaWEU%3D",""
"Hong Kong on Edge, Step by Step","[Foreign Desk]","Wu, Jin; K.K. Rebecca Lai; Yuhas, Alan","New York Times","Newspapers","","","","2019-10-02","Oct 2, 2019","A.6","","A.6","03624331","","","ENG","https://www.proquest.com/docview/2299642734?accountid=11226&bdid=72302&_bd=LF7vFc4yh90nVkZyeyYZvv3aT14%3D",""
"China Ratchets Up Censorship on Tiananmen Anniversary","[Foreign Desk]","Qin, Amy; Austin Ramzy","New York Times","Newspapers","","","","2019-06-05","Jun 5, 2019","A.8","","A.8","03624331","","","ENG","https://www.proquest.com/docview/2234885218?accountid=11226&bdid=72302&_bd=%2F0Zqt0FzMx2Ze7LvO0IBUVi3hkI%3D",""
"Life was 'finally falling back into place' for North County officer","","Byers, Christine","St. Louis Post - Dispatch","Newspapers","","","","2019-06-30","Jun 30, 2019","A.1","","","19309600","","","ENG","https://www.proquest.com/docview/2249727196?accountid=11226&bdid=72302&_bd=hgZ0UeaGcdC%2BRX%2F1fkAHGra7mf0%3D",""
"'I hate myself for what I did'; In letter, man charged with killing 3 relatives said he created fake life","","Williams, Michael; Weiner, Jeff; Gal Tziperman Lotan","Orlando Sentinel","Newspapers","","","","2019-04-16","Apr 16, 2019","A.1","","","","","","ENG","https://www.proquest.com/docview/2209858664?accountid=11226&bdid=72302&_bd=neatFXCMnY59U42D69f38Ih%2BW8o%3D",""
"Enter Smollett into the final days of heated Preckwinkle-Lightfoot runoff","","Zorn, Eric","Chicago Tribune","Newspapers","","","","2019-03-27","Mar 27, 2019","16","","","10856706","","","ENG","https://www.proquest.com/docview/2197771834?accountid=11226&bdid=72302&_bd=1WQyEvOYrw86rVncpCA7ZuxnJbk%3D",""
"BORDER WATCH; Wall as trafficking deterrent doubted; Experts are skeptical that Trump's barrier would reduce scourge of sexual slavery.","","Davis, Kristina","Los Angeles Times","Newspapers","","","","2019-02-18","Feb 18, 2019","B.2","","B.2","04583035","","","ENG","https://www.proquest.com/docview/2182373495?accountid=11226&bdid=72302&_bd=f8NYG%2FqDccFY8ormnf3Camlu%2F68%3D",""
"Seeing humor in the Troubles; Lisa McGee uses her experiences as a teen in Northern Ireland for 'Derry Girls.'","","Blake, Meredith","Los Angeles Times","Newspapers","","","","2019-08-15","Aug 15, 2019","E.1","","E.1","04583035","","","ENG","https://www.proquest.com/docview/2273085563?accountid=11226&bdid=72302&_bd=Z1V1IV6ZbigquMqAXwkyQq%2BM5W8%3D",""
"The Global Push to Make Social Media Accountable for Its Content","[News Analysis]","Cave, Damien","New York Times","Newspapers","","","","2019-04-01","Apr 1, 2019","A.5","","A.5","03624331","","","ENG","https://www.proquest.com/docview/2200556912?accountid=11226&bdid=72302&_bd=4QuGRsDEtwcbqJ3DldJl%2BIOvx0c%3D",""
"CITY & STATE; Man arrested in stabbing and carjacking rampage in Lake Forest","","Fry, Hannah","Los Angeles Times","Newspapers","","","","2019-04-18","Apr 18, 2019","B.3","","B.3","04583035","","","ENG","https://www.proquest.com/docview/2210814865?accountid=11226&bdid=72302&_bd=Bp4BLEVwhnSHWLCZlZBWyfVMUGQ%3D",""
"Making police traffic stops safer [Corrected 05/25/2019]","GoBetween robot separates officers from motorists","Holley, Peter","Chicago Tribune","Newspapers","","","","2019-05-23","May 23, 2019","12","","","10856706","","","ENG","https://www.proquest.com/docview/2229054527?accountid=11226&bdid=72302&_bd=c4zLKZd7WuP46GtY%2BFNFFdYHQkY%3D",""
"Shutdown Looms As Border Talks Reach an Impasse","[National Desk]","Cochrane, Emily; Haberman, Maggie; Schmitt, Eric","New York Times","Newspapers","","","","2019-02-11","Feb 11, 2019","A.1","","A.1","03624331","","","ENG","https://www.proquest.com/docview/2178074521?accountid=11226&bdid=72302&_bd=0sPQ3Jk0iqMeiSGVYoAsG5d2GcE%3D",""
"Street-Corner Capitalists","","Kosner, Edward","Wall Street Journal","Newspapers","","","","2019-10-07","Oct 7, 2019","A.17","","","00999660","","","ENG","https://www.proquest.com/docview/2301336787?accountid=11226&bdid=72302&_bd=rXq7%2Bs7AqoK5Rr2HktvQci8FwO8%3D",""
"As Demonstrators Push On, No Sign of More Concessions From Government","[Foreign Desk]","Qin, Amy; Yu, Elaine","New York Times","Newspapers","","","","2019-09-06","Sep 6, 2019","A.7","","A.7","03624331","","","ENG","https://www.proquest.com/docview/2284794738?accountid=11226&bdid=72302&_bd=WAqqV85AaQZbRfE58Cs1YxZNoJY%3D",""
"In Poland, the Limits of Solidarity","[Editorial]","","New York Times","Newspapers","","","","2019-01-23","Jan 23, 2019","A.22","","A.22","03624331","","","ENG","https://www.proquest.com/docview/2169529990?accountid=11226&bdid=72302&_bd=JOA%2Fbq%2FGcbfjin7s6C3I0FbcG3k%3D",""
"U.S. News: Trump Criticizes Chicago's Top Cop","","Kesling, Ben; Restuccia, Andrew","Wall Street Journal","Newspapers","","","","2019-10-29","Oct 29, 2019","A.6","","","00999660","","","ENG","https://www.proquest.com/docview/2309616186?accountid=11226&bdid=72302&_bd=nmSyWSNXy60K6urn5V4UL6g820Y%3D",""
"Arizona has seen its share of notorious escapes from prison","","D'Anna, John","Arizona Republic","Newspapers","","","","2019-09-05","Sep 5, 2019","A.4","","","08928711","","","ENG","https://www.proquest.com/docview/2284451527?accountid=11226&bdid=72302&_bd=RTxHpgPdwAsVa4ae65%2Bv6Jf%2FvMI%3D",""
"Law & Order","","","St. Louis Post - Dispatch","Newspapers","","","","2019-07-20","Jul 20, 2019","A.6","","","19309600","","","ENG","https://www.proquest.com/docview/2260432556?accountid=11226&bdid=72302&_bd=wUBGORPqAnQfvqsD9JpFCHiLwBw%3D",""
"Mexico Concedes To U.S. Demands On Immigration","[Foreign Desk]","Azam, Ahmed; Semple, Kirk","New York Times","Newspapers","","","","2019-03-02","Mar 2, 2019","A.1","","A.1","03624331","","","ENG","https://www.proquest.com/docview/2187091916?accountid=11226&bdid=72302&_bd=dFey1xozh9vDpK2rRXVTDtBIvd8%3D",""
"Fitch Downgrades Hong Kong Credit Rating","[Business/Financial Desk]","Sui-Lee, Wee","New York Times","Newspapers","","","","2019-09-07","Sep 7, 2019","B.7","","B.7","03624331","","","ENG","https://www.proquest.com/docview/2285536986?accountid=11226&bdid=72302&_bd=Iojo0wTN6lL8mPSc033Zj%2Ffxhug%3D",""
"A final 'Power' surge; The Starz hit enters its last season with swagger but little acclaim","","Braxton, Greg","Los Angeles Times","Newspapers","","","","2019-08-24","Aug 24, 2019","E.1","","E.1","04583035","","","ENG","https://www.proquest.com/docview/2278377992?accountid=11226&bdid=72302&_bd=4wbFTd9J53HMNRsmKZzmetV0yE4%3D",""
"In Small Mexican Towns Bulging With Migrants, Patience Is Wearing Thin","[Foreign Desk]","Villegas, Paulina; Semple, Kirk","New York Times","Newspapers","","","","2019-04-21","Apr 21, 2019","A.10","","A.10","03624331","","","ENG","https://www.proquest.com/docview/2211710513?accountid=11226&bdid=72302&_bd=1k5afBygLKWekeDab4wAxkmnAQg%3D",""
"ELECTION 2020; Fighter right out of Golden Gate; S.F. race showed Harris' ability to weather 'hard-knocks politics'","","Finnegan, Michael","Los Angeles Times","Newspapers","","","","2019-01-22","Jan 22, 2019","A.1","","A.1","04583035","","","ENG","https://www.proquest.com/docview/2169129326?accountid=11226&bdid=72302&_bd=RdBN3TaSCN1jiywofjePk7B%2BJ1o%3D",""
